symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
AAPL,2016-06-14 00:00:00+00:00,97.46,98.475,96.75,97.32,31931944,22.8308440987,23.0686165875,22.6645204858,22.7980478933,127727776,0.0,1.0
AAPL,2016-06-15 00:00:00+00:00,97.14,98.41,97.03,97.82,29445227,22.7558813436,23.0533897779,22.7301128965,22.9151771982,117780908,0.0,1.0
AAPL,2016-06-16 00:00:00+00:00,97.55,97.75,96.07,96.45,31326815,22.8519273736,22.8987790955,22.5052246312,22.5942429029,125307260,0.0,1.0
AAPL,2016-06-17 00:00:00+00:00,95.33,96.65,95.3,96.62,61008219,22.3318732601,22.6410946248,22.3248455018,22.6340668666,244032876,0.0,1.0
AAPL,2016-06-20 00:00:00+00:00,95.1,96.57,95.03,96.0,34411901,22.2779937799,22.6223539361,22.2615956772,22.4888265286,137647604,0.0,1.0
AAPL,2016-06-21 00:00:00+00:00,95.91,96.35,94.676,94.94,35546358,22.4677432537,22.5708170419,22.1786681294,22.2405124023,142185432,0.0,1.0
AAPL,2016-06-22 00:00:00+00:00,95.55,96.89,95.35,96.25,29219122,22.3834101542,22.6973166912,22.3365584323,22.547391181,116876488,0.0,1.0
AAPL,2016-06-23 00:00:00+00:00,96.1,96.29,95.25,95.94,32240187,22.5122523895,22.5567615254,22.3131325713,22.474771012,128960748,0.0,1.0
AAPL,2016-06-24 00:00:00+00:00,93.4,94.655,92.65,92.91,75311356,21.8797541434,22.1737486986,21.7040601862,21.7649674247,301245424,0.0,1.0
AAPL,2016-06-27 00:00:00+00:00,92.04,93.05,91.5,93.0,46622188,21.5611624343,21.79776363,21.434662785,21.7860506995,186488752,0.0,1.0
AAPL,2016-06-28 00:00:00+00:00,93.59,93.66,92.14,92.9,40444914,21.9242632792,21.9406613819,21.5845882952,21.7626248386,161779656,0.0,1.0
AAPL,2016-06-29 00:00:00+00:00,94.4,94.55,93.63,93.97,36531006,22.1140127531,22.1491515445,21.9336336236,22.0132815509,146124024,0.0,1.0
AAPL,2016-06-30 00:00:00+00:00,95.6,95.77,94.3,94.44,35836356,22.3951230847,22.4349470483,22.0905868921,22.1233830975,143345424,0.0,1.0
AAPL,2016-07-01 00:00:00+00:00,95.89,96.465,95.33,95.49,26026540,22.4630580815,22.5977567821,22.3318732601,22.3693546376,104106160,0.0,1.0
AAPL,2016-07-05 00:00:00+00:00,94.99,95.4,94.46,95.39,27705210,22.2522253328,22.3482713628,22.1280682697,22.3459287767,110820840,0.0,1.0
AAPL,2016-07-06 00:00:00+00:00,95.53,95.66,94.37,94.6,30949090,22.378724982,22.4091786013,22.1069849948,22.160864475,123796360,0.0,1.0
AAPL,2016-07-07 00:00:00+00:00,95.94,96.5,95.62,95.7,25139558,22.474771012,22.6059558334,22.3998082569,22.4185489457,100558232,0.0,1.0
