symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
TSLA,2016-02-10 00:00:00+00:00,143.67,154.97,141.74,150.5,10406513,28.734,30.994,28.348,30.1,52032565,0.0,1.0
TSLA,2016-02-11 00:00:00+00:00,150.47,163.26,147.0,152.0,14252364,30.094,32.652,29.4,30.4,71261820,0.0,1.0
TSLA,2016-02-12 00:00:00+00:00,151.04,157.01,143.7,155.0,7235783,30.208,31.402,28.74,31.0,36178915,0.0,1.0
TSLA,2016-02-16 00:00:00+00:00,155.17,162.95,154.11,158.7,5593794,31.034,32.59,30.822,31.74,27968970,0.0,1.0
TSLA,2016-02-17 00:00:00+00:00,168.68,169.34,156.68,159.0,5825159,33.736,33.868,31.336,31.8,29125795,0.0,1.0
TSLA,2016-02-18 00:00:00+00:00,166.77,172.95,164.77,172.42,3887574,33.354,34.59,32.954,34.484,19437870,0.0,1.0
TSLA,2016-02-19 00:00:00+00:00,166.58,167.49,162.5,163.66,2959390,33.316,33.498,32.5,32.732,14796950,0.0,1.0
TSLA,2016-02-22 00:00:00+00:00,177.74,178.91,169.85,170.12,5060051,35.548,35.782,33.97,34.024,25300255,0.0,1.0
TSLA,2016-02-23 00:00:00+00:00,177.21,181.73,173.68,176.16,5984374,35.442,36.346,34.736,35.232,29921870,0.0,1.0
TSLA,2016-02-24 00:00:00+00:00,179.0,179.5,167.84,172.75,5395609,35.8,35.9,33.568,34.55,26978045,0.0,1.0
TSLA,2016-02-25 00:00:00+00:00,187.43,188.5192,175.2,178.65,5750741,37.486,37.70384,35.04,35.73,28753705,0.0,1.0
TSLA,2016-02-26 00:00:00+00:00,190.34,192.0,185.0,188.7,6065117,38.068,38.4,37.0,37.74,30325585,0.0,1.0
TSLA,2016-02-29 00:00:00+00:00,191.93,196.35,189.222,192.4,4498997,38.386,39.27,37.8444,38.48,22494985,0.0,1.0
TSLA,2016-03-01 00:00:00+00:00,186.35,195.9484,182.7,194.25,6712159,37.27,39.18968,36.54,38.85,33560795,0.0,1.0
TSLA,2016-03-02 00:00:00+00:00,188.34,188.52,181.5,183.73,4862396,37.668,37.704,36.3,36.746,24311980,0.0,1.0
TSLA,2016-03-03 00:00:00+00:00,195.74,197.42,184.22,188.28,4829018,39.148,39.484,36.844,37.656,24145090,0.0,1.0
TSLA,2016-03-04 00:00:00+00:00,201.04,204.03,197.5001,198.0,6489058,40.208,40.806,39.50002,39.6,32445290,0.0,1.0
TSLA,2016-03-07 00:00:00+00:00,205.29,209.7,197.4,197.68,5337072,41.058,41.94,39.48,39.536,26685360,0.0,1.0
TSLA,2016-03-08 00:00:00+00:00,202.6,207.5,202.2,203.5,3978722,40.52,41.5,40.44,40.7,19893610,0.0,1.0
TSLA,2016-03-09 00:00:00+00:00,208.72,209.3726,202.79,204.52,3208554,41.744,41.87452,40.558,40.904,16042770,0.0,1.0
TSLA,2016-03-10 00:00:00+00:00,205.18,213.29,200.671,210.0,5192523,41.036,42.658,40.1342,42.0,25962615,0.0,1.0
TSLA,2016-03-11 00:00:00+00:00,207.5,209.42,205.33,207.93,3343077,41.5,41.884,41.066,41.586,16715385,0.0,1.0
TSLA,2016-03-14 00:00:00+00:00,215.15,216.72,210.64,212.65,4065706,43.03,43.344,42.128,42.53,20328530,0.0,1.0
TSLA,2016-03-15 00:00:00+00:00,218.34,218.97,211.5,214.27,3180452,43.668,43.794,42.3,42.854,15902260,0.0,1.0
TSLA,2016-03-16 00:00:00+00:00,221.93,222.58,217.02,218.0,3516703,44.386,44.516,43.404,43.6,17583515,0.0,1.0
